hiring_unit_id,subfield_most_frequent_two_digit,year,never_returned,JTTP_authid,reneger_treatment_2digit
60029306,_10,2016,1.0,1,1
60029306,_11,2015,0.0,1,0
60029306,_13,2012,0.0,1,0
60029306,_14,2017,0.0,1,0
60029306,_15,2015,0.0,1,0
60029306,_16,2012,1.0,1,1
60029306,_17,2013,0.0,1,0
60029306,_19,2013,0.0,2,0
60029306,_21,2017,0.0,3,0
60029306,_22,2013,0.25,4,0
60029306,_23,2015,0.0,1,0
60029306,_24,2013,0.0,1,0
60029306,_25,2015,0.0,2,0
60029306,_26,2015,0.0,1,0
60029306,_27,2015,1.0,1,1
60029306,_28,2017,1.0,1,1
60029306,_31,2015,0.0,1,0
60029306,_33,2012,1.0,1,1
60029380,_16,2017,0.0,1,0
60029386,_11,2016,0.0,1,0
60029608,_10,2012,0.0,1,0
60029608,_11,2015,0.0,1,0
60029608,_13,2012,0.0,2,0
60029608,_16,2015,0.0,1,0
60029925,_31,2015,0.0,1,0
60030270,_24,2013,1.0,1,1
60030270,_26,2017,0.0,1,0
60030434,_27,2017,0.0,1,0
60030904,_17,2012,0.0,1,0
60031031,_11,2012,0.0,1,0
60031031,_13,2015,0.0,1,0
60031031,_16,2013,0.0,1,0
60031031,_17,2015,0.0,1,0
60031031,_19,2012,1.0,1,1
60031031,_21,2017,0.0,1,0
60031031,_22,2011,0.0,1,0
60031031,_23,2017,0.0,2,0
60031031,_24,2017,0.0,1,0
60031031,_25,2015,1.0,1,1
60031031,_31,2013,0.0,1,0
60031031,_33,2011,0.0,1,0
60031041,_10,2016,0.0,1,0
60031041,_11,2015,0.0,1,0
60031041,_13,2017,0.0,1,0
60031041,_17,2015,0.0,1,0
60031041,_23,2017,0.0,1,0
60031150,_11,2016,0.0,1,0
60031150,_23,2013,0.0,1,0
60031454,_25,2017,0.0,1,0
60031863,_13,2015,0.0,1,0
60031863,_16,2017,0.0,1,0
60031863,_22,2013,0.5,2,0
60031863,_24,2013,0.0,1,0
60031863,_25,2016,0.0,1,0
60031863,_31,2017,0.0,1,0
60032168,_31,2017,0.0,2,0
60032203,_11,2015,0.0,1,0
60032203,_13,2012,1.0,1,1
60032203,_23,2017,0.0,1,0
60032203,_27,2015,0.0,1,0
60032275,_16,2013,1.0,1,1
60032356,_16,2013,0.0,1,0
60032356,_17,2012,0.3333333333333333,3,0
60032356,_19,2017,0.0,1,0
60032356,_21,2017,1.0,1,1
60032356,_22,2011,0.0,1,0
60032356,_25,2017,0.2,5,0
60032356,_31,2012,1.0,1,1
60032389,_25,2017,0.0,1,0
60032744,_17,2017,0.0,2,0
60032955,_11,2013,0.0,2,0
60032955,_13,2013,0.0,1,0
60032955,_24,2013,0.0,1,0
60032955,_31,2015,1.0,1,1
60033100,_10,2017,1.0,1,1
60033100,_11,2015,0.0,1,0
60033100,_13,2013,0.0,1,0
60033100,_15,2015,0.0,1,0
60033100,_16,2011,0.0,1,0
60033100,_17,2011,0.0,1,0
60033100,_19,2012,0.0,2,0
60033100,_22,2013,0.0,1,0
60033100,_23,2012,0.0,1,0
60033100,_24,2012,0.0,1,0
60033100,_25,2011,0.0,3,0
60033100,_26,2017,0.0,1,0
60033100,_27,2017,0.5,2,0
60033100,_31,2012,0.0,3,0
60049819,_16,2017,0.0,1,0
60057642,_22,2013,0.0,1,0
60061261,_19,2013,0.0,1,0
60064143,_19,2016,0.0,3,0
60064143,_23,2015,0.0,1,0
60069706,_22,2016,0.5,2,0
60069717,_10,2015,0.0,1,0
60069717,_13,2012,1.0,1,1
60069717,_27,2013,0.0,1,0
60069721,_10,2017,0.0,1,0
60069721,_16,2013,0.0,1,0
60069721,_22,2013,0.0,1,0
60069721,_25,2012,0.0,1,0
60069721,_26,2015,1.0,2,1
60069721,_31,2011,0.0,1,0
60073460,_15,2012,0.0,1,0
60073460,_19,2016,1.0,1,1
60073460,_31,2016,0.0,1,0
60073473,_13,2016,1.0,1,1
60073473,_16,2015,0.0,1,0
60073473,_17,2013,0.0,1,0
60073473,_25,2012,0.0,1,0
60073518,_26,2017,0.0,1,0
60073652,_10,2017,0.0,1,0
60073652,_11,2012,0.0,1,0
60073652,_13,2012,0.0,1,0
60073652,_14,2011,1.0,1,1
60073652,_15,2013,0.0,1,0
60073652,_16,2011,0.0,1,0
60073652,_17,2011,1.0,1,1
60073652,_18,2017,0.0,1,0
60073652,_19,2013,0.0,1,0
60073652,_22,2011,1.0,1,1
60073652,_23,2013,0.0,1,0
60073652,_24,2017,0.0,1,0
60073652,_25,2012,0.0,2,0
60073652,_26,2015,0.0,1,0
60073652,_27,2017,0.0,1,0
60073652,_28,2012,1.0,1,1
60073652,_31,2012,0.0,1,0
60073652,_35,2017,0.0,1,0
60073673,_16,2016,0.0,1,0
60082199,_16,2013,0.0,1,0
60083514,_11,2013,0.0,1,0
60088459,_11,2013,0.0,1,0
60088459,_13,2011,0.0,1,0
60088459,_16,2017,0.0,1,0
60088459,_24,2012,0.0,1,0
60089949,_26,2017,1.0,1,1
60102070,_16,2015,1.0,1,1
60102083,_10,2013,1.0,1,1
60102083,_16,2011,1.0,1,1
60102083,_19,2017,0.0,1,0
60102083,_22,2017,0.0,1,0
60102083,_24,2013,0.0,1,0
60102083,_25,2012,1.0,1,1
60102083,_26,2012,1.0,1,1
60102083,_27,2011,0.0,1,0
60102083,_31,2012,1.0,1,1
60103519,_22,2013,0.0,1,0
60103970,_11,2012,0.0,1,0
60104686,_13,2012,0.0,1,0
60104686,_16,2013,0.0,1,0
60104686,_25,2013,0.5,2,0
60104686,_26,2013,1.0,1,1
60104686,_31,2013,0.25,4,0
60105085,_24,2015,0.0,1,0
60105085,_25,2017,0.0,1,0
60105111,_19,2017,0.0,1,0
60105111,_22,2017,0.0,1,0
60105111,_25,2017,0.0,1,0
60105232,_10,2016,0.0,1,0
60105232,_13,2013,0.0,1,0
60105232,_16,2015,0.25,4,0
60105232,_17,2015,0.0,1,0
60105232,_22,2015,0.0,1,0
60105232,_25,2015,0.0,2,0
60105232,_31,2015,0.5,2,0
60105683,_11,2017,0.0,2,0
60105683,_13,2012,1.0,1,1
60105683,_15,2016,0.0,1,0
60105683,_16,2012,0.0,3,0
60105683,_17,2012,0.0,1,0
60105683,_19,2017,0.0,2,0
60105683,_22,2012,0.0,3,0
60105683,_23,2017,0.0,2,0
60105683,_24,2013,1.0,1,1
60105683,_25,2012,0.0,1,0
60105683,_26,2017,0.0,2,0
60105683,_31,2013,0.0,1,0
60108609,_16,2013,0.5,2,0
60108865,_17,2015,1.0,1,1
60108865,_22,2016,0.0,3,0
60108865,_25,2017,1.0,1,1
60113416,_22,2015,1.0,1,1
60113424,_32,2017,0.0,1,0
60117367,_13,2012,0.0,1,0
60117367,_15,2015,0.0,1,0
60117367,_16,2013,0.0,1,0
60117367,_17,2017,0.0,1,0
60117387,_16,2013,0.0,1,0
60117387,_17,2012,0.0,1,0
60117387,_19,2012,0.0,1,0
60117387,_25,2012,0.0,1,0
60117387,_31,2012,0.0,1,0
60117396,_16,2011,0.0,1,0
60117396,_22,2013,1.0,1,1
60117396,_25,2011,0.0,1,0
60117396,_31,2012,0.5,2,0
60117397,_25,2017,0.0,1,0
60117406,_23,2012,0.0,1,0
60117660,_10,2017,1.0,1,1
60117660,_13,2017,0.0,4,0
60117660,_31,2017,0.0,2,0
60122052,_13,2017,0.0,2,0
60122052,_14,2017,0.0,1,0
60122052,_22,2015,0.0,2,0
60122052,_25,2012,1.0,1,1
60122052,_26,2012,1.0,1,1
60122781,_13,2012,1.0,1,1
60122781,_16,2015,0.0,1,0
60122781,_24,2015,0.0,1,0
60122781,_26,2015,1.0,1,1
60122781,_27,2013,0.0,3,0
60122781,_28,2015,0.0,1,0
118033717,_23,2017,0.0,1,0
120075110,_11,2017,0.0,1,0
120075110,_24,2015,0.0,1,0
120075110,_27,2015,0.0,1,0
