hiring_unit_id,subfield_most_frequent,subfield_most_frequent_two_digit,year,never_returned,JTTP_authid,reneger_treatment_4digit
60017060,_1309,_13,2017,1.0,1,1
60017060,_1312,_13,2015,0.0,1,0
60017060,_1600,_16,2013,0.0,1,0
60017060,_1602,_16,2013,0.0,1,0
60017060,_1700,_17,2017,1.0,1,1
60017060,_1908,_19,2017,0.0,1,0
60017060,_2102,_21,2017,0.0,1,0
60017060,_2104,_21,2017,1.0,1,1
60017060,_2205,_22,2011,0.0,1,0
60017060,_2210,_22,2017,1.0,1,1
60017060,_2211,_22,2017,0.0,1,0
60017060,_2304,_23,2017,1.0,1,1
60017060,_2500,_25,2012,0.0,1,0
60017060,_2506,_25,2017,0.0,1,0
60017060,_2700,_27,2015,0.0,1,0
60017060,_2800,_28,2012,0.0,1,0
60017060,_3104,_31,2011,0.0,1,0
60017179,_1700,_17,2013,0.0,1,0
60017456,_1100,_11,2017,0.0,1,0
60017456,_1110,_11,2016,0.0,1,0
60017456,_1306,_13,2015,1.0,1,1
60017456,_1311,_13,2017,0.0,1,0
60017456,_1900,_19,2017,0.0,1,0
60017456,_1902,_19,2017,0.0,2,0
60017456,_2304,_23,2016,0.0,1,0
60017456,_2707,_27,2016,0.0,1,0
60017456,_2730,_27,2016,1.0,1,1
60017456,_3107,_31,2015,0.0,1,0
60017482,_2500,_25,2011,0.0,1,0
60017482,_2507,_25,2016,1.0,1,1
60017483,_1104,_11,2017,0.0,1,0
60017483,_1303,_13,2016,0.0,1,0
60017483,_1506,_15,2017,0.0,1,0
60017483,_1910,_19,2017,0.0,1,0
60017605,_1600,_16,2013,0.0,2,0
60017605,_1602,_16,2016,0.0,1,0
60017605,_1605,_16,2017,0.0,1,0
60017605,_1700,_17,2017,1.0,1,1
60017605,_2205,_22,2017,0.0,1,0
60017605,_2207,_22,2015,0.0,1,0
60017605,_2208,_22,2017,0.0,1,0
60017605,_2500,_25,2017,0.0,1,0
60017605,_2700,_27,2017,0.0,1,0
60017605,_3104,_31,2017,0.0,1,0
60017622,_1104,_11,2013,0.0,1,0
60017622,_1307,_13,2012,0.0,1,0
60017622,_3104,_31,2016,0.0,1,0
60017622,_3107,_31,2013,0.0,1,0
60017705,_1311,_13,2016,0.0,1,0
60017705,_1312,_13,2015,0.0,1,0
60017705,_1600,_16,2016,0.0,1,0
60018038,_1300,_13,2013,0.0,1,0
60018038,_1303,_13,2015,0.5,2,0
60018038,_1307,_13,2015,0.0,1,0
60018038,_1312,_13,2016,0.0,1,0
60018038,_1600,_16,2012,0.0,1,0
60018038,_1606,_16,2017,0.0,1,0
60018038,_1706,_17,2017,0.0,1,0
60018038,_2300,_23,2016,0.0,1,0
60018038,_2311,_23,2012,1.0,1,1
60018038,_2500,_25,2015,0.0,1,0
60018038,_2604,_26,2013,0.0,1,0
60018038,_3104,_31,2017,0.0,1,0
60018038,_3106,_31,2016,0.0,2,0
60018038,_3107,_31,2017,0.0,1,0
60018205,_1000,_10,2017,0.5,2,0
60018205,_1104,_11,2012,0.0,1,0
60018205,_1110,_11,2012,1.0,1,1
60018205,_1201,_12,2016,1.0,1,1
60018205,_1307,_13,2011,0.0,1,0
60018205,_1311,_13,2015,0.0,1,0
60018205,_1312,_13,2012,0.0,1,0
60018205,_1314,_13,2017,0.0,1,0
60018205,_1600,_16,2012,0.0,1,0
60018205,_1605,_16,2017,0.0,1,0
60018205,_1606,_16,2015,0.0,1,0
60018205,_1607,_16,2016,1.0,1,1
60018205,_1902,_19,2017,0.0,2,0
60018205,_1904,_19,2017,0.0,1,0
60018205,_1906,_19,2017,1.0,1,1
60018205,_1912,_19,2017,0.0,1,0
60018205,_2208,_22,2011,1.0,1,1
60018205,_2211,_22,2016,1.0,1,1
60018205,_2403,_24,2013,0.0,1,0
60018205,_2500,_25,2015,0.0,1,0
60018205,_2600,_26,2015,0.0,1,0
60018205,_2604,_26,2013,1.0,1,1
60018205,_2700,_27,2013,0.0,1,0
60018205,_2800,_28,2015,0.0,1,0
60018205,_3002,_30,2012,0.0,1,0
60018205,_3104,_31,2016,0.0,1,0
60018273,_2500,_25,2012,0.0,1,0
60018273,_2505,_25,2012,0.0,1,0
60018273,_3104,_31,2016,0.0,1,0
60018308,_1303,_13,2017,0.0,1,0
60018308,_1307,_13,2017,1.0,1,1
60018308,_1308,_13,2016,0.0,1,0
60018308,_1312,_13,2016,0.0,1,0
60018308,_1502,_15,2013,0.0,1,0
60018308,_1600,_16,2012,0.0,1,0
60018308,_1602,_16,2013,0.0,1,0
60018308,_1606,_16,2017,0.0,1,0
60018308,_1702,_17,2013,0.0,1,0
60018308,_1704,_17,2017,0.0,1,0
60018308,_1705,_17,2016,0.0,1,0
60018308,_1712,_17,2016,0.0,1,0
60018308,_2102,_21,2013,0.0,1,0
60018308,_2105,_21,2013,0.0,1,0
60018308,_2204,_22,2012,0.0,1,0
60018308,_2208,_22,2012,0.0,1,0
60018308,_2210,_22,2015,1.0,1,1
60018308,_2310,_23,2013,1.0,1,1
60018308,_2403,_24,2017,0.0,1,0
60018308,_2500,_25,2011,0.0,1,0
60018308,_2503,_25,2017,0.0,1,0
60018308,_2504,_25,2013,1.0,1,1
60018308,_2505,_25,2017,0.0,2,0
60018308,_2700,_27,2015,1.0,1,1
60018308,_3100,_31,2013,1.0,1,1
60018308,_3102,_31,2015,1.0,1,1
60018308,_3104,_31,2012,1.0,2,1
60018308,_3107,_31,2012,0.0,1,0
60018310,_1306,_13,2017,0.0,1,0
60018310,_1311,_13,2017,0.0,1,0
60018310,_1312,_13,2015,0.0,1,0
60018310,_2700,_27,2015,0.0,1,0
60018310,_2731,_27,2011,0.0,1,0
60018465,_1706,_17,2013,1.0,1,1
60018486,_2209,_22,2013,1.0,1,1
60018486,_2800,_28,2016,0.0,1,0
60018540,_2613,_26,2017,0.0,1,0
60018554,_1600,_16,2015,0.0,1,0
60018614,_1000,_10,2013,0.0,2,0
60018614,_2728,_27,2015,0.0,1,0
60018704,_1307,_13,2012,0.0,1,0
60018704,_1312,_13,2013,0.0,1,0
60018704,_2700,_27,2012,0.0,1,0
60018704,_2738,_27,2015,0.0,1,0
60018704,_2741,_27,2016,0.0,1,0
60018910,_1110,_11,2012,0.0,1,0
60018910,_1303,_13,2012,0.0,1,0
60018910,_1605,_16,2013,0.0,1,0
60018910,_2202,_22,2015,0.0,1,0
60019118,_1000,_10,2012,0.0,1,0
60019118,_1110,_11,2012,0.0,1,0
60019118,_1300,_13,2015,0.5,2,0
60019118,_1303,_13,2015,0.0,2,0
60019118,_1304,_13,2013,0.0,1,0
60019118,_1305,_13,2016,0.0,1,0
60019118,_1306,_13,2012,0.0,1,0
60019118,_1307,_13,2012,0.25,4,0
60019118,_1312,_13,2011,0.0,1,0
60019118,_1503,_15,2015,0.0,1,0
60019118,_1600,_16,2011,0.0,3,0
60019118,_1602,_16,2013,0.0,1,0
60019118,_1605,_16,2012,0.0,1,0
60019118,_1606,_16,2013,0.0,2,0
60019118,_1700,_17,2015,1.0,1,1
60019118,_1702,_17,2013,1.0,1,1
60019118,_1705,_17,2017,1.0,1,1
60019118,_1706,_17,2012,0.0,1,0
60019118,_1708,_17,2013,1.0,1,1
60019118,_1712,_17,2012,1.0,1,1
60019118,_1803,_18,2012,0.0,1,0
60019118,_1902,_19,2015,0.0,1,0
60019118,_1906,_19,2011,0.0,1,0
60019118,_1908,_19,2011,0.0,3,0
60019118,_1909,_19,2012,1.0,1,1
60019118,_1912,_19,2012,0.0,2,0
60019118,_2204,_22,2011,0.0,1,0
60019118,_2207,_22,2015,0.0,1,0
60019118,_2208,_22,2011,1.0,1,1
60019118,_2209,_22,2016,0.0,1,0
60019118,_2311,_23,2012,0.0,1,0
60019118,_2403,_24,2017,0.0,1,0
60019118,_2500,_25,2012,0.25,4,0
60019118,_2503,_25,2011,0.0,1,0
60019118,_2504,_25,2013,0.0,1,0
60019118,_2505,_25,2015,0.0,1,0
60019118,_2507,_25,2017,0.0,1,0
60019118,_2600,_26,2012,0.0,1,0
60019118,_2602,_26,2013,0.0,1,0
60019118,_2603,_26,2013,0.0,1,0
60019118,_2604,_26,2015,0.0,1,0
60019118,_2607,_26,2013,0.0,1,0
60019118,_2610,_26,2017,0.0,1,0
60019118,_2613,_26,2013,1.0,1,1
60019118,_2700,_27,2011,1.0,1,1
60019118,_2800,_28,2012,0.0,1,0
60019118,_2808,_28,2013,0.0,1,0
60019118,_3002,_30,2015,1.0,1,1
60019118,_3100,_31,2011,0.0,2,0
60019118,_3101,_31,2013,0.0,1,0
60019118,_3103,_31,2013,0.0,1,0
60019118,_3104,_31,2011,0.0,1,0
60019118,_3106,_31,2012,0.0,1,0
60019118,_3107,_31,2013,0.0,1,0
60019118,_3614,_36,2012,1.0,1,1
60019496,_1600,_16,2016,0.0,1,0
60019499,_1103,_11,2017,0.0,1,0
60019499,_1311,_13,2015,0.0,1,0
60019499,_1503,_15,2017,1.0,1,1
60019499,_1600,_16,2016,0.0,1,0
60019499,_1702,_17,2017,0.0,1,0
60019499,_1711,_17,2012,0.0,1,0
60019499,_1902,_19,2015,0.0,1,0
60019499,_2205,_22,2016,0.0,1,0
60019499,_2208,_22,2012,0.0,1,0
60019499,_2310,_23,2012,0.0,1,0
60019499,_2402,_24,2015,0.0,1,0
60019499,_2404,_24,2012,1.0,1,1
60019499,_2504,_25,2015,0.0,1,0
60019499,_3104,_31,2013,1.0,1,1
60019533,_1203,_12,2013,1.0,1,1
60019533,_1303,_13,2013,0.0,1,0
60019533,_1500,_15,2017,0.0,1,0
60019533,_1600,_16,2013,0.0,2,0
60019533,_1604,_16,2017,0.0,1,0
60019533,_1605,_16,2015,0.0,1,0
60019533,_1606,_16,2015,1.0,1,1
60019533,_1700,_17,2016,0.0,1,0
60019533,_1712,_17,2017,1.0,1,1
60019533,_1909,_19,2013,0.0,1,0
60019533,_2105,_21,2015,0.0,1,0
60019533,_2204,_22,2015,0.0,1,0
60019533,_2208,_22,2013,0.0,1,0
60019533,_2210,_22,2012,0.0,1,0
60019533,_2215,_22,2017,0.0,1,0
60019533,_2303,_23,2015,0.0,1,0
60019533,_2312,_23,2017,0.0,1,0
60019533,_2402,_24,2013,0.0,1,0
60019533,_2500,_25,2012,0.0,1,0
60019533,_2731,_27,2017,0.0,1,0
60019533,_3100,_31,2013,0.0,1,0
60019533,_3104,_31,2016,0.0,1,0
60019533,_3107,_31,2012,0.0,1,0
60019616,_1502,_15,2016,0.0,1,0
60019616,_1600,_16,2015,0.0,1,0
60019616,_1705,_17,2012,0.0,1,0
60019616,_1712,_17,2017,1.0,1,1
60019616,_2102,_21,2017,0.0,1,0
60019616,_2105,_21,2015,0.0,1,0
60019616,_2205,_22,2017,0.0,1,0
60019616,_2208,_22,2017,1.0,1,1
60019616,_2210,_22,2011,0.0,1,0
60019616,_2500,_25,2011,0.0,1,0
60019616,_2614,_26,2016,0.0,1,0
60019616,_3104,_31,2012,1.0,1,1
60019616,_3107,_31,2011,0.0,1,0
60019706,_1000,_10,2017,1.0,1,1
60019706,_1304,_13,2015,1.0,1,1
60019706,_1600,_16,2011,0.0,1,0
60019706,_3107,_31,2015,0.0,1,0
60020044,_2502,_25,2012,0.0,1,0
60020256,_2602,_26,2017,0.0,1,0
60020258,_1000,_10,2016,0.0,1,0
60020258,_1900,_19,2017,0.0,1,0
60020258,_2406,_24,2017,0.0,1,0
60020258,_2604,_26,2016,0.0,1,0
60020620,_2613,_26,2013,0.0,1,0
60020675,_2505,_25,2015,0.0,1,0
60020675,_3100,_31,2016,0.0,1,0
60020745,_1303,_13,2013,0.0,1,0
60020745,_1908,_19,2017,0.0,1,0
60020745,_2210,_22,2017,0.0,1,0
60020745,_2500,_25,2016,0.0,1,0
60020745,_3104,_31,2015,0.0,1,0
60020870,_1311,_13,2012,0.0,1,0
60020870,_2700,_27,2015,0.0,1,0
60020880,_1600,_16,2017,0.0,1,0
60020880,_1706,_17,2013,0.0,1,0
60020880,_2500,_25,2013,0.0,1,0
60021016,_1902,_19,2012,0.0,1,0
60021016,_1912,_19,2012,0.0,1,0
60021016,_2204,_22,2013,0.0,1,0
60021016,_2404,_24,2015,0.0,1,0
60021170,_2204,_22,2015,0.0,1,0
60021170,_2208,_22,2012,0.0,1,0
60021170,_2500,_25,2015,0.0,1,0
60021170,_2700,_27,2013,0.0,1,0
60021170,_3104,_31,2012,0.0,1,0
60021182,_1000,_10,2013,0.0,1,0
60021182,_1105,_11,2017,0.0,1,0
60021182,_1106,_11,2017,1.0,1,1
60021182,_1110,_11,2012,0.0,1,0
60021182,_1300,_13,2012,0.0,1,0
60021182,_1301,_13,2017,0.0,1,0
60021182,_1303,_13,2016,0.0,1,0
60021182,_1305,_13,2017,0.0,2,0
60021182,_1306,_13,2015,1.0,1,1
60021182,_1307,_13,2013,0.0,2,0
60021182,_1310,_13,2015,0.0,1,0
60021182,_1311,_13,2016,0.5,2,0
60021182,_1312,_13,2013,0.0,1,0
60021182,_1503,_15,2017,0.0,1,0
60021182,_1600,_16,2012,0.0,1,0
60021182,_1604,_16,2016,0.0,1,0
60021182,_1605,_16,2013,0.0,1,0
60021182,_1700,_17,2015,0.0,1,0
60021182,_1705,_17,2017,0.0,1,0
60021182,_1708,_17,2015,0.0,1,0
60021182,_1902,_19,2015,1.0,1,1
60021182,_1907,_19,2015,0.0,1,0
60021182,_1908,_19,2017,0.0,3,0
60021182,_1912,_19,2017,0.0,1,0
60021182,_2105,_21,2017,0.0,1,0
60021182,_2204,_22,2015,0.0,1,0
60021182,_2304,_23,2015,0.0,1,0
60021182,_2312,_23,2016,0.0,1,0
60021182,_2403,_24,2015,0.0,1,0
60021182,_2404,_24,2017,0.0,1,0
60021182,_2500,_25,2015,0.0,1,0
60021182,_2502,_25,2017,1.0,1,1
60021182,_2504,_25,2012,0.0,1,0
60021182,_2505,_25,2017,0.0,1,0
60021182,_2508,_25,2017,0.0,1,0
60021182,_2700,_27,2015,0.0,2,0
60021182,_2730,_27,2015,0.0,1,0
60021182,_2739,_27,2015,0.0,1,0
60021182,_2800,_28,2016,1.0,1,1
60021182,_3100,_31,2015,0.0,2,0
60021182,_3101,_31,2017,0.0,1,0
60021182,_3103,_31,2016,0.0,2,0
60021182,_3104,_31,2016,0.0,1,0
60021182,_3106,_31,2015,0.0,3,0
60021182,_3107,_31,2013,0.0,1,0
60021182,_3305,_33,2017,0.0,1,0
60021182,_3313,_33,2013,0.0,1,0
60021182,_3500,_35,2015,0.0,1,0
60021200,_1305,_13,2015,0.0,1,0
60021200,_1503,_15,2015,0.0,1,0
60021200,_1600,_16,2017,0.0,3,0
60021200,_1606,_16,2016,0.0,1,0
60021200,_1702,_17,2015,0.0,1,0
60021200,_1908,_19,2017,0.0,1,0
60021200,_2208,_22,2016,0.0,1,0
60021200,_2303,_23,2015,0.0,1,0
60021200,_2500,_25,2015,0.0,1,0
60021200,_2600,_26,2015,0.0,1,0
60021200,_2602,_26,2017,0.0,1,0
60021200,_2604,_26,2017,0.0,1,0
60021200,_2613,_26,2016,0.0,1,0
60021200,_3100,_31,2017,0.0,1,0
60021200,_3104,_31,2013,0.0,1,0
60021200,_3107,_31,2013,0.0,1,0
60021227,_2208,_22,2013,0.0,1,0
60021227,_2304,_23,2011,0.0,1,0
60021449,_1311,_13,2015,0.0,1,0
60021449,_2504,_25,2013,0.0,1,0
60021449,_3100,_31,2012,0.0,1,0
60021449,_3106,_31,2012,0.0,1,0
60021449,_3107,_31,2017,0.0,1,0
60021474,_2805,_28,2015,1.0,1,1
60021615,_1503,_15,2012,0.0,1,0
60021666,_1600,_16,2015,0.0,1,0
60021666,_1700,_17,2017,0.0,1,0
60021666,_2208,_22,2012,1.0,1,1
60021666,_3107,_31,2017,0.0,2,0
60021836,_1104,_11,2011,0.0,1,0
60021836,_1307,_13,2015,1.0,1,1
60021843,_1303,_13,2012,0.0,1,0
60021843,_1600,_16,2015,0.0,1,0
60021843,_2500,_25,2017,0.0,1,0
60022281,_1600,_16,2011,0.0,1,0
60022281,_2205,_22,2016,0.0,1,0
60022281,_2208,_22,2012,1.0,1,1
60022345,_1600,_16,2017,1.0,1,1
60022381,_2205,_22,2015,1.0,1,1
60022381,_2210,_22,2015,0.0,1,0
60022381,_2500,_25,2016,0.0,1,0
60022381,_2600,_26,2016,0.0,1,0
60022381,_2739,_27,2011,0.0,1,0
60022414,_1600,_16,2016,0.0,1,0
60022414,_1706,_17,2017,1.0,1,1
60022414,_2200,_22,2013,1.0,1,1
60022414,_2205,_22,2011,0.0,1,0
60022414,_2208,_22,2012,1.0,1,1
60022414,_2404,_24,2017,0.0,1,0
60022414,_2500,_25,2013,0.0,1,0
60022422,_1106,_11,2015,0.0,1,0
60022422,_1600,_16,2011,0.0,1,0
60022422,_1902,_19,2017,0.0,1,0
60022422,_1910,_19,2017,0.0,1,0
60022598,_1104,_11,2012,0.0,1,0
60022598,_1303,_13,2012,0.0,1,0
60022598,_1908,_19,2013,1.0,1,1
60023237,_1000,_10,2015,1.0,1,1
60023237,_1110,_11,2017,0.0,1,0
60023237,_1111,_11,2017,1.0,1,1
60023237,_1307,_13,2012,0.0,1,0
60023237,_1312,_13,2013,0.0,1,0
60023237,_1600,_16,2011,1.0,1,1
60023237,_1606,_16,2013,0.0,1,0
60023237,_1706,_17,2016,0.0,1,0
60023237,_1902,_19,2011,0.0,1,0
60023237,_2300,_23,2012,0.0,1,0
60023237,_2303,_23,2017,0.0,1,0
60023237,_2305,_23,2013,0.0,1,0
60023237,_2310,_23,2012,0.0,1,0
60023237,_2500,_25,2012,0.0,1,0
60023237,_2504,_25,2017,0.0,1,0
60023237,_2800,_28,2013,0.0,1,0
60023237,_2805,_28,2011,0.0,1,0
60023237,_3103,_31,2016,0.0,1,0
60023237,_3104,_31,2016,0.0,1,0
60023277,_1706,_17,2011,0.0,2,0
60023277,_3107,_31,2012,0.0,1,0
60023380,_1312,_13,2013,0.0,1,0
60023380,_1909,_19,2017,0.0,1,0
60023380,_2103,_21,2013,0.0,1,0
60023380,_2208,_22,2011,1.0,1,1
60023380,_2210,_22,2013,0.0,1,0
60023380,_2211,_22,2012,0.0,1,0
60023380,_2500,_25,2012,1.0,1,1
60023380,_2604,_26,2012,0.0,1,0
60023380,_3100,_31,2016,0.0,1,0
60023380,_3104,_31,2013,0.0,1,0
60023380,_3300,_33,2015,1.0,1,1
60023797,_2403,_24,2012,0.0,1,0
60023797,_2800,_28,2012,0.0,1,0
60023813,_2208,_22,2017,0.0,1,0
60023813,_2500,_25,2013,0.0,1,0
60023813,_2700,_27,2016,0.0,1,0
60023813,_3104,_31,2017,0.0,1,0
60023813,_3107,_31,2016,0.0,1,0
60023813,_3317,_33,2017,0.0,1,0
60024045,_1110,_11,2015,0.0,1,0
60024045,_1307,_13,2017,0.0,1,0
60024045,_1311,_13,2015,0.0,1,0
60024045,_2723,_27,2017,0.0,1,0
60024542,_1106,_11,2015,0.0,1,0
60024542,_1303,_13,2017,0.0,2,0
60024542,_1600,_16,2012,0.0,1,0
60024542,_1604,_16,2013,0.0,1,0
60024542,_1605,_16,2017,0.0,3,0
60024542,_1712,_17,2016,0.0,1,0
60024542,_2207,_22,2013,0.0,1,0
60024542,_2208,_22,2012,0.0,1,0
60024542,_2304,_23,2015,0.0,1,0
60024542,_2500,_25,2013,0.0,1,0
60024542,_2504,_25,2017,0.0,1,0
60024542,_2741,_27,2016,1.0,1,1
60024542,_3107,_31,2017,0.0,1,0
60025084,_1000,_10,2013,0.0,1,0
60025084,_1104,_11,2017,0.0,1,0
60025084,_1106,_11,2013,0.0,1,0
60025084,_1109,_11,2013,0.0,1,0
60025084,_1110,_11,2017,0.0,1,0
60025084,_1111,_11,2013,0.0,1,0
60025084,_1300,_13,2015,0.5,2,0
60025084,_1304,_13,2012,0.0,1,0
60025084,_1306,_13,2016,0.0,1,0
60025084,_1307,_13,2013,0.0,1,0
60025084,_1500,_15,2016,0.0,1,0
60025084,_1600,_16,2012,0.0,2,0
60025084,_1602,_16,2017,0.0,1,0
60025084,_1605,_16,2015,0.0,2,0
60025084,_1700,_17,2016,1.0,1,1
60025084,_1704,_17,2017,1.0,1,1
60025084,_1705,_17,2013,0.0,1,0
60025084,_1706,_17,2017,0.0,1,0
60025084,_1712,_17,2012,0.0,1,0
60025084,_1909,_19,2017,0.0,1,0
60025084,_1912,_19,2017,0.0,2,0
60025084,_2002,_20,2017,0.0,1,0
60025084,_2203,_22,2013,0.0,1,0
60025084,_2204,_22,2013,0.0,1,0
60025084,_2205,_22,2012,0.0,1,0
60025084,_2207,_22,2017,0.0,1,0
60025084,_2208,_22,2012,0.0,4,0
60025084,_2209,_22,2017,0.0,1,0
60025084,_2210,_22,2012,0.0,1,0
60025084,_2211,_22,2011,0.0,1,0
60025084,_2212,_22,2013,0.0,1,0
60025084,_2312,_23,2012,0.0,1,0
60025084,_2403,_24,2013,0.0,2,0
60025084,_2404,_24,2016,0.0,1,0
60025084,_2500,_25,2013,0.0,3,0
60025084,_2505,_25,2012,0.0,1,0
60025084,_2600,_26,2017,0.0,1,0
60025084,_2604,_26,2011,1.0,1,1
60025084,_2613,_26,2013,0.0,1,0
60025084,_2700,_27,2012,0.0,1,0
60025084,_2712,_27,2017,1.0,1,1
60025084,_2715,_27,2015,0.0,1,0
60025084,_2718,_27,2013,0.0,1,0
60025084,_2725,_27,2017,0.0,1,0
60025084,_2730,_27,2017,0.5,2,0
60025084,_2800,_28,2012,0.0,1,0
60025084,_3100,_31,2011,0.0,1,0
60025084,_3101,_31,2017,0.0,1,0
60025084,_3103,_31,2016,0.0,1,0
60025084,_3104,_31,2012,0.0,3,0
60025084,_3105,_31,2011,0.0,1,0
60025084,_3106,_31,2012,0.0,1,0
60025084,_3107,_31,2012,0.0,1,0
60025084,_3614,_36,2017,1.0,1,1
60025234,_1307,_13,2017,1.0,1,1
60025256,_2609,_26,2015,0.0,1,0
60025278,_1000,_10,2011,0.0,1,0
60025278,_1100,_11,2015,0.0,1,0
60025278,_1110,_11,2015,0.0,1,0
60025278,_1300,_13,2013,0.0,1,0
60025278,_1301,_13,2011,0.0,1,0
60025278,_1303,_13,2013,0.0,1,0
60025278,_1306,_13,2017,0.0,1,0
60025278,_1307,_13,2012,0.0,1,0
60025278,_1310,_13,2015,0.0,1,0
60025278,_1311,_13,2013,0.0,1,0
60025278,_1312,_13,2012,0.0,3,0
60025278,_1406,_14,2017,1.0,1,1
60025278,_1500,_15,2012,0.0,2,0
60025278,_1503,_15,2017,0.0,1,0
60025278,_1600,_16,2011,1.0,1,1
60025278,_1602,_16,2013,0.0,1,0
60025278,_1605,_16,2012,0.0,2,0
60025278,_1606,_16,2012,0.0,1,0
60025278,_1607,_16,2015,0.0,1,0
60025278,_1700,_17,2013,0.5,2,0
60025278,_1702,_17,2013,0.0,1,0
60025278,_1705,_17,2011,0.0,1,0
60025278,_1706,_17,2013,0.0,1,0
60025278,_1712,_17,2013,0.0,1,0
60025278,_1902,_19,2012,0.0,2,0
60025278,_1909,_19,2013,0.0,1,0
60025278,_1912,_19,2017,0.0,1,0
60025278,_2100,_21,2017,0.0,1,0
60025278,_2102,_21,2015,0.0,1,0
60025278,_2103,_21,2011,0.0,1,0
60025278,_2200,_22,2017,0.0,1,0
60025278,_2204,_22,2012,0.0,1,0
60025278,_2205,_22,2013,0.0,1,0
60025278,_2207,_22,2013,0.0,1,0
60025278,_2208,_22,2011,0.0,1,0
60025278,_2210,_22,2011,0.0,1,0
60025278,_2211,_22,2013,0.0,1,0
60025278,_2213,_22,2013,0.0,1,0
60025278,_2215,_22,2017,0.0,1,0
60025278,_2304,_23,2015,0.0,2,0
60025278,_2312,_23,2015,0.0,1,0
60025278,_2403,_24,2013,0.0,2,0
60025278,_2500,_25,2011,0.0,3,0
60025278,_2506,_25,2015,0.0,1,0
60025278,_2600,_26,2012,0.0,1,0
60025278,_2602,_26,2017,0.0,1,0
60025278,_2604,_26,2017,0.0,1,0
60025278,_2608,_26,2017,0.0,1,0
60025278,_2613,_26,2013,0.0,1,0
60025278,_2614,_26,2015,0.0,1,0
60025278,_2700,_27,2013,0.5,2,0
60025278,_2711,_27,2017,0.0,1,0
60025278,_2741,_27,2017,0.0,2,0
60025278,_3100,_31,2011,0.0,2,0
60025278,_3103,_31,2013,0.0,1,0
60025278,_3104,_31,2011,0.0,1,0
60025278,_3105,_31,2015,0.0,1,0
60025278,_3106,_31,2012,1.0,1,1
60025278,_3107,_31,2012,0.0,1,0
60025278,_3307,_33,2015,0.0,1,0
60025278,_3614,_36,2012,0.0,1,0
60025441,_1600,_16,2015,0.0,1,0
60025441,_1602,_16,2016,0.0,2,0
60025441,_1605,_16,2011,0.0,1,0
60025441,_2205,_22,2017,1.0,1,1
60025441,_2500,_25,2013,0.0,1,0
60025441,_3104,_31,2013,0.0,1,0
60025578,_1105,_11,2017,0.0,1,0
60025578,_1307,_13,2015,0.0,1,0
60025578,_1600,_16,2016,0.0,1,0
60025578,_1712,_17,2013,0.0,1,0
60025578,_2208,_22,2011,0.0,1,0
60025578,_2504,_25,2013,0.0,1,0
60025578,_2716,_27,2015,0.0,1,0
60025665,_1600,_16,2015,0.0,1,0
60025665,_2303,_23,2017,0.0,2,0
60025761,_1000,_10,2013,0.0,2,0
60025761,_1300,_13,2016,0.0,1,0
60025761,_1303,_13,2012,0.0,1,0
60025761,_1306,_13,2011,1.0,1,1
60025761,_1307,_13,2017,0.0,2,0
60025761,_1309,_13,2017,0.0,1,0
60025761,_1311,_13,2016,1.0,1,1
60025761,_1312,_13,2013,0.5,2,0
60025761,_1500,_15,2013,0.0,1,0
60025761,_1600,_16,2011,0.0,1,0
60025761,_1602,_16,2015,0.0,1,0
60025761,_1702,_17,2016,0.0,1,0
60025761,_1704,_17,2015,0.0,1,0
60025761,_1705,_17,2012,0.0,1,0
60025761,_1712,_17,2012,0.0,1,0
60025761,_1909,_19,2013,0.0,1,0
60025761,_2002,_20,2013,0.0,1,0
60025761,_2102,_21,2015,1.0,1,1
60025761,_2104,_21,2016,0.0,1,0
60025761,_2105,_21,2016,0.0,1,0
60025761,_2205,_22,2012,1.0,1,1
60025761,_2207,_22,2016,0.0,1,0
60025761,_2208,_22,2012,0.0,1,0
60025761,_2209,_22,2017,0.0,1,0
60025761,_2210,_22,2012,0.0,1,0
60025761,_2403,_24,2016,1.0,1,1
60025761,_2500,_25,2011,0.0,1,0
60025761,_2502,_25,2016,0.0,1,0
60025761,_2504,_25,2012,0.0,1,0
60025761,_2505,_25,2015,1.0,1,1
60025761,_2604,_26,2016,0.0,1,0
60025761,_2700,_27,2016,0.0,1,0
60025761,_2705,_27,2013,1.0,1,1
60025761,_2721,_27,2016,1.0,1,1
60025761,_2730,_27,2016,1.0,1,1
60025761,_2737,_27,2012,0.0,1,0
60025761,_2741,_27,2017,0.0,1,0
60025761,_2916,_29,2015,0.0,1,0
60025761,_3100,_31,2013,0.0,2,0
60025761,_3104,_31,2013,0.0,2,0
60025761,_3105,_31,2016,0.0,1,0
60025761,_3106,_31,2017,0.0,1,0
60025761,_3107,_31,2012,0.0,1,0
60025761,_3305,_33,2016,0.0,1,0
60026282,_1600,_16,2017,0.0,2,0
60026282,_2207,_22,2015,0.0,1,0
60026282,_2304,_23,2013,0.0,1,0
60026311,_1600,_16,2015,0.0,2,0
60026601,_1600,_16,2012,0.0,1,0
60026601,_1605,_16,2015,0.0,1,0
60026601,_1702,_17,2015,1.0,1,1
60026601,_2202,_22,2015,0.0,1,0
60026601,_2500,_25,2017,1.0,1,1
60026601,_2505,_25,2017,0.0,1,0
60026601,_3107,_31,2011,0.0,1,0
60026707,_1307,_13,2013,0.0,1,0
60026852,_1110,_11,2012,0.0,1,0
60026981,_2312,_23,2017,0.0,1,0
